Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Fragile and conflict affected situations,FCS,16.2195507465343,15.7951699723981,17.8360973161382,..,..,..,16.781367567263,19.0228712885469,17.0088208560625,15.2507372925153,16.5193341983778,14.9742220609204,14.1506932622978,14.81205830912,19.2131765609917,19.2960370188135,16.6932502597441,..,..,..,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Heavily indebted poor countries (HIPC),HPC,14.7003968738692,15.6128850803904,16.7069639710514,14.8616918308861,15.6761954275358,16.1358252132352,15.3235117048718,14.7856288499402,15.6676883800252,16.2863705335581,14.3789233963037,13.3943096335482,15.8400817839596,17.6832402807654,20.4392092117777,22.2103537780173,22.0188349088466,19.4292896436346,18.9954899983804,13.6838222180003,15.3323452590775,16.3697079671285,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,High income,HIC,75.0083182860928,75.1234340457888,75.149612946538,74.0811510117669,72.9043933082347,71.8392882357207,70.9635124982429,70.883265353816,68.3136488196497,66.9407262659703,66.5508763377216,64.6352638644879,63.7099546057354,62.920920150607,64.4776083232202,66.5094890202977,66.5478343883897,69.3531973011423,68.6744072988031,68.9546665012024,69.1019870659806,67.4972939695813,65.6021880472213
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,IBRD only,IBD,69.6946464361874,70.0404447737192,70.7066033506845,71.3918820880856,70.6428280188516,70.2315295578072,69.0908579537358,70.159755785274,68.5759236358764,69.3775939640018,67.9675546710503,66.8615966144425,68.5057688056659,68.1722462325195,69.3484013550007,70.7299000035185,70.8982579373747,70.8478693111771,71.0553061689281,71.2194846200892,71.6262724037085,71.0305428123867,73.846767892542
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,IDA & IBRD total,IBT,68.287490177238,68.6478135607434,69.4324832518046,69.9605764306224,69.8417968734352,69.5264548943305,67.8691583266147,68.7397720310527,67.3257621228749,68.0662688129537,66.5658681262388,65.3950909964723,67.0211849078333,66.9012428951295,67.9171377931072,69.3721699618124,69.3357893567288,69.1741903972358,69.3564087030184,69.3831089806316,69.901488730687,69.3749151079173,72.3201091224422
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,IDA blend,IDB,22.9090452615707,22.8422898460879,26.0920073975034,24.3211152287682,..,..,25.1020381761779,24.7934913739703,25.716009175065,25.7782838386975,26.7548332637309,21.2150349618922,21.8638048172826,24.433712924059,28.5343439051072,31.1286427367161,28.6674139297019,26.1432751327643,23.2187295858794,24.0098749168105,23.6842406277178,24.8089937560702,27.3538377762707
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,IDA only,IDX,42.998215414222,44.0912695428672,46.3756728402116,44.3357214500524,44.2446578163859,43.9475177269319,44.8076398319039,42.9541035848735,45.3838134848942,44.8470543048489,40.6443372344312,40.4491003708889,42.2249558794131,45.409479891244,29.9376840104523,44.1876151067504,30.1446871649696,30.3729209563363,..,29.2828654592817,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,IDA total,IDA,34.7166065031523,35.2972730472242,37.6248502736969,36.0393147715217,..,..,36.9659955486018,35.46288638714,37.029772944701,36.9009277595883,35.2753207526743,32.846204520559,34.0694368979154,36.7934248587083,29.3181763706037,39.1449693660796,29.4924464129994,28.3907063349208,26.5705601976264,26.720600236103,27.0075821421613,28.2233877516767,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Late-demographic dividend,LTE,66.9716363684641,67.3917425259226,68.0536635620371,68.2258742239118,68.5904412368519,68.9411550104254,67.9384594919104,68.5546980863898,67.3507294456842,68.2776812745827,67.8509697066401,67.103005591751,68.6921146477968,68.0833190050369,68.4337789588128,70.1167557199389,70.5147923100708,69.8791499194133,69.8319059967882,69.2577777461109,69.9294953571848,69.9953015130825,72.9844075354533
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Latin America & Caribbean,LCN,55.1899579584478,55.4963044223991,54.8734689352245,53.2960509683899,52.8703467412154,51.8558515246392,50.2589215811567,50.2518688700105,48.0484358678962,46.5948983346534,46.0414615523061,43.6116298089024,44.9082339492642,45.8207966168478,48.2407989387138,50.7988126094641,50.8685759811596,49.9209875897841,48.5441695904765,48.3137009624802,46.7847269124406,45.6204080004636,46.7679918679874
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Latin America & Caribbean (excluding high income),LAC,61.7668725943269,61.6351809159306,61.04007659597,59.2139167588184,58.9274929125079,58.0426864894485,56.6158878447262,54.3828772233557,53.920475764918,52.5914837842579,51.6785050554135,48.734503137411,50.2628039529925,51.4392813425577,51.9138981287098,54.671777416671,54.6494921429514,53.8460387877181,52.318171965238,51.9613575797319,50.273031114927,49.0221130847472,49.6629147977226
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Latin America & the Caribbean (IDA & IBRD countries),TLA,55.3709140722192,55.6771278461433,55.0420088584422,53.4383172093094,52.9969986138339,51.9538603428188,50.3461913103839,50.2415600364596,48.0357050324606,46.5881842037581,46.0338711265795,43.6002538772154,44.8986431639694,45.8144209367879,48.2333268768661,50.7967365389291,50.924472331808,50.0761808672694,48.6954033080725,48.3050847681778,46.7759702706851,45.623252862786,46.8002310440297
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,48.2849665712988,48.6429729249354,..,..,..,38.0186053856093,21.008200275932,21.0638297777623,24.9249669375567,21.1848850179985,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Low & middle income,LMY,68.9798270208829,69.2411211605883,70.0631226115606,70.6123105288365,70.5800889302012,70.4280330739636,68.6941018920831,69.1004400870234,68.0501851772193,68.892761640883,67.2936686610174,66.074605910941,67.9106581691654,67.7891897653015,68.3674682658442,69.8273655956015,69.6790268103353,69.5365217804322,69.7099379320003,69.7673258235908,70.3344394820997,69.8303386415891,73.1221501043521
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Lower middle income,LMC,52.5360979000991,52.3805517420189,54.1795619992345,54.3811286285931,56.2831386521242,57.7483603003885,50.7961179799557,53.392345929933,53.8554637273723,55.6847798310215,50.217113709245,48.7918773493344,54.6318480628599,52.614456166552,52.8827296036356,56.0937478654384,54.9156433530899,53.4475359658098,55.6613629953207,57.0728933766504,58.0038610158118,56.8961120904402,57.8802642809325
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Middle East & North Africa,MEA,13.9575598335015,15.1493048786585,15.2164761446851,15.2481725861071,14.4024819182053,16.6814181373735,13.8219848847098,13.8697715707099,14.9470656287629,16.6671242195432,16.2657009445204,15.6369650193573,17.5502717354661,17.1162471166347,18.0518744798491,22.1373085648319,21.8238975685227,22.0931193271675,23.7708727860293,23.3861034060472,26.3046323072499,25.1603390614173,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Middle East & North Africa (excluding high income),MNA,20.3690762577509,20.9161903425222,21.0528892168437,26.9384710908181,20.2874683056689,29.2593955749827,19.6266282277889,22.013802874571,24.0029928168921,24.7441955677097,22.1309309637098,21.7227594617757,..,24.2127293885923,26.0675232971222,28.7746867176221,25.5234102902391,32.3788688439872,..,..,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Middle East & North Africa (IDA & IBRD countries),TMN,19.9446912229332,20.4203647556588,20.5848421212716,26.3823177856161,19.789386370472,28.8408867032326,19.1131109751815,21.4954998491897,23.5075113651195,24.2023400858331,21.7838763810319,21.3208608282077,..,23.8838978691191,25.7044066317445,28.4751677649085,25.1947066593823,32.0202267939073,..,..,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Middle income,MIC,69.2415718648859,69.5286931514383,70.3674236691135,70.9205579412397,70.8820307478752,70.7257697671238,68.9453514990875,69.3651737930032,68.3141990771223,69.1290709783288,67.5654111894754,66.3219181284851,68.1313429238825,67.9761752551362,68.5619406629582,70.0748529519204,69.9353196536542,69.7893627887656,69.9802716900923,70.0535700624879,70.5683355463735,70.0609727350055,73.3775236237163
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,North America,NAC,78.6165469266537,77.7628921670641,77.5518866497984,76.1171148281961,71.3554601539161,69.7913257584544,73.6943729090106,71.7614471612246,67.3798813320476,62.4858836795662,61.5645831292694,58.320327168944,58.7339603351048,57.8198919051074,57.7112743602554,60.925750861729,60.9908134164081,58.6631588305472,56.4969698839559,56.699926679135,57.3365804254024,54.2053670653488,50.550373417632
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,OECD members,OED,78.4112955906518,78.668031959176,79.0186216435986,78.4252042521889,77.0765996495727,76.3845878042204,76.4326478465017,75.2089130982768,73.1625564173124,72.438216809541,72.1065510877469,70.6325506803852,69.7358602263446,69.2818578553058,70.6975747692901,72.5376691386012,73.3495083767311,72.7846338110739,71.8435827115425,72.1651609049269,72.119684310211,70.176096340909,67.1708004020827
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Other small states,OSS,24.7452507752417,23.469505054453,25.2937654174343,22.9522343879181,25.2497491653212,21.4545376060442,20.3772185178376,21.8958638115164,18.8895186026192,22.406251094221,17.508348364515,17.6899548535707,21.7752984403738,22.54150769426,19.0863280149118,26.2386385663224,26.8193036460089,23.6202103576127,25.0598090762091,24.4531037248505,28.6498658396688,25.528550300075,22.2168387917778
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Pacific island small states,PSS,..,..,27.5394365306211,28.5002773411018,28.1466898171088,19.4877652028781,17.6679296935283,19.2994244546384,17.3229774142185,17.4295711472287,17.4600342097418,16.7712573520121,15.962664905665,16.9065318526131,16.436947818038,15.8041978195523,18.2033837207178,16.177222281589,15.3842738469362,..,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Post-demographic dividend,PST,79.5597481110368,79.5621471885145,79.5861256126898,78.4075654489359,77.1303717883351,75.667817524201,75.1075658076617,74.9881843491213,71.9622087371168,70.1268405176366,70.4482261208806,68.3099069077467,66.8785256712572,66.3059255210505,67.9653832293631,69.8166252913711,69.7396524313814,73.0251126953663,72.1641501757315,72.6353951356395,72.5943818728771,70.8284987930539,67.7588615435936
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Pre-demographic dividend,PRE,5.68739215196167,6.24036519689944,7.68384278633581,..,..,..,6.05902882821085,7.12571827484033,8.75720721375873,8.64321226308842,8.87234079677109,6.51524103925816,6.48705963139505,8.83466274231986,9.50013604094469,10.7843253063025,9.07798785181216,10.8289578625858,11.0402431390983,10.4125692103557,..,..,..
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Small states,SST,24.8778939487752,24.5467859743237,25.4265583477092,23.0154946869067,25.6679368743095,21.6137997566056,20.2733847764568,22.1097468503979,19.1603116819214,21.7565295247786,18.3713747872821,18.9332597959151,22.6526559477907,22.9550072371376,20.1157114881014,26.84919945049,28.0913439181412,24.6121999365508,25.6446358903434,25.7028670511941,30.088997014346,27.8049269639369,24.7226175500651
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,South Asia,SAS,79.3245867991005,77.1645021199767,76.9999887533951,78.4623452531744,75.9324068343917,73.2466029785963,69.3649800910718,67.1956902864867,65.781670329947,69.4454307466352,66.212061581364,65.0316099690794,66.1025576851276,64.4072576051243,63.5277982747904,71.7363646474886,71.7644174355667,69.9925423531156,69.4298445087417,70.9764638665039,71.0725417693917,68.488991400861,63.487689205351
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,South Asia (IDA & IBRD),TSA,79.3245867991005,77.1645021199767,76.9999887533951,78.4623452531744,75.9324068343917,73.2466029785962,69.3649800910718,67.1956902864867,65.781670329947,69.4454307466352,66.212061581364,65.0316099690794,66.1025576851276,64.4072576051243,63.5277982747904,71.7363646474886,71.7644174355667,69.9925423531156,69.4298445087417,70.9764638665039,71.0725417693917,68.488991400861,63.487689205351
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Sub-Saharan Africa,SSF,28.9708906661189,29.0765093857361,34.6715856205006,30.7515206167522,..,..,28.8909763082982,27.8649847181549,29.3156973641112,27.9351983032922,28.3275855661558,24.8342182837313,25.8856260391023,27.3208037132011,29.8793480988725,27.9919586047125,26.8211254467229,24.2423719589967,24.2917010863744,23.880826807507,22.4382311299504,21.8392904933124,21.4288344978199
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Sub-Saharan Africa (excluding high income),SSA,29.0142055648766,29.1201551137322,34.7306814991313,30.807306754611,..,..,28.9320043477633,27.910040519449,29.360077100782,27.9584227031347,28.35805898138,24.8041905648329,25.9219180299737,27.3647013789313,29.9283008121823,28.0268393871391,26.8493293259447,24.2399583380957,24.2974843047864,23.8855729204473,22.4597348875683,21.8656599195466,21.4288344978199
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Sub-Saharan Africa (IDA & IBRD countries),TSS,28.9708906661189,29.0765093857361,34.6715856205006,30.7515206167523,..,..,28.8909763082982,27.8649847181549,29.3156973641112,27.9351983032922,28.3275855661558,24.8342182837313,25.8856260391023,27.3208037132011,29.8793480988725,27.9919586047125,26.8211254467229,24.2423719589967,24.2917010863744,23.880826807507,22.4382311299504,21.8392904933124,21.4288344978199
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,Upper middle income,UMC,72.7367956560562,73.1053663188486,73.7074359347442,74.4203440057572,73.7630916496736,73.2608293242722,72.6917092952166,72.4381015699478,71.0646109695768,71.7093100254285,71.2308744732221,70.0456042820069,70.7824601427507,71.2221146290825,71.7673351001322,73.1608864663585,73.1320148673306,73.3424523599751,72.9444835501764,72.7984237404644,73.2022201879749,72.8208572035945,76.5224488624875
Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,World,WLD,72.8973615738269,73.065286931569,73.3580103961009,72.8223061892667,72.0146792149692,71.2384359608216,70.076899870532,70.3065491063206,68.0823024455495,67.4225967844879,66.6525197001652,64.9666589752291,64.9460746182015,64.3882347848115,65.7611022876847,67.6149200292125,67.5890541376084,69.413778813874,69.0147386556522,69.2222573619372,69.5064019417419,68.2628918751311,67.9436045905013
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Afghanistan,AFG,..,..,..,..,..,..,..,..,57.6277163067244,16.661688583446,19.0830581632724,13.7203511420929,6.5739642416531,6.99944663151224,8.40791819685785,16.5001116931986,24.5975694033498,40.7024238433037,45.2205947815806,41.0868040544375,..,..,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Albania,ALB,66.586000834266,68.1084243526898,67.863848824752,69.0342975653711,70.293332697955,71.3119849316285,64.1209694901953,65.1285860984399,63.3699189987576,67.6204817449223,63.575091859884,60.6798261948745,59.0264794628749,61.4960884630195,37.3435488970563,58.5674745205595,58.2955735608015,51.0404356493248,47.511441094006,50.6593616573049,61.5314824043475,50.9156552429836,19.8276683241296
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Algeria,DZA,66.6366780393249,68.7735445650932,70.3374789171968,73.1907363428163,73.9403564572102,76.4657970572374,75.8090599857943,74.8799059885018,73.9883560525378,79.7522066119791,78.4308573742416,71.7393068460253,67.4048861521002,70.1306786762433,72.0429123194083,73.1769028033099,74.6202711876683,72.9653660533898,..,..,..,..,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Andorra,AND,73.8429450072472,74.0107289001197,74.8335274159212,75.4873890077126,76.2331984208912,..,74.1624999173079,74.4065048797789,69.2986746927624,68.6299629763576,66.8283907703561,64.3824045516694,61.5056283017101,62.5782164830759,63.4935710804979,66.4401004856339,67.6021153666433,67.3380152979134,68.3066969816714,68.252995026905,73.7003806990781,68.7673310537208,65.4693092227359
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Angola,AGO,..,..,..,..,..,..,..,81.2885756497697,..,69.3479165082659,65.7083388856312,67.6500290780513,73.6637116833577,72.6126819687005,63.0819546986625,60.265008866166,54.8527236409138,55.9932202404156,59.1923897009233,64.3713663227977,65.7256664835959,63.5387022477793,58.2553136877277
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Antigua and Barbuda,ATG,58.7971225954697,..,..,..,..,45.7916275680373,45.9772907724241,70.5761950907949,..,41.6425205794397,48.2890456259867,38.3307793627051,58.9773061489437,60.6825889411592,45.7525095459994,53.8703345004832,57.8605906987816,58.7419468075513,67.0578167493161,66.5110946746486,64.4304941059815,64.3048913931461,66.4032186893949
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Argentina,ARG,86.7256459906493,85.9014752322376,83.0626213492873,85.5415110086989,86.4824111210958,86.3533363056346,86.5965738964109,85.1625207870206,82.8939768927974,85.352141979531,84.3577203165293,79.4754431161363,79.8780116980627,77.0861763046026,75.8210720291067,81.7976426585726,84.0543400354801,83.5951661440282,78.7079066895287,79.5866915236971,80.0726737285019,77.3132759488518,73.2313265901004
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Armenia,ARM,51.0046528459288,48.2126729860872,54.2677458090171,60.1356915316063,53.7127230831399,59.0183987174857,57.4321418090736,58.8892267038467,58.4910578181784,58.7738692772618,55.0460223604655,54.3946392263352,50.5054816782553,51.1547007346649,53.7145823857124,54.1421789200803,58.0708350062829,60.7511726317896,64.7657363580694,62.5559831840813,61.3560906471438,60.3571286169901,65.5969494098563
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Aruba,ABW,67.5896780740747,69.6652515587453,71.9406083688584,70.2095930625135,69.6151224771922,29.0728842257247,69.7728180681964,72.4159002700264,70.7494787259711,64.9691778454159,59.3289998848001,62.1954013606675,58.8331282284422,58.4511358915968,61.6515613411627,61.309653297513,63.2084764567335,62.3361850453968,64.3937133727252,64.8392172000081,62.556969791971,59.4874699097202,59.2700075578922
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Australia,AUS,82.9292368156222,81.856002885065,82.8092482059761,81.9534870464831,81.7383054242387,80.0117688543657,76.3172720511638,76.0683958564864,71.8254494395673,72.4603982161064,72.6985307227009,69.3737423375837,71.257410062436,70.783455696739,71.2399733430645,75.8769752521757,77.3414029961542,73.7679522516319,74.016834398448,74.6992010880294,77.4686374545085,77.4811035189482,73.465045789663
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Austria,AUT,81.3380536523405,80.7633896999538,79.8918968542777,79.6440135571161,78.728163827334,74.8939149613246,72.6838171233549,75.4034150252231,72.5691315334785,73.6459046908788,72.5133382071756,70.721460454734,70.4888757246606,72.5597941261059,74.1904247887629,75.7589364037602,77.9548776235922,77.1362335628723,76.2596048797102,77.3789689044475,77.5839838545134,74.6371770798577,70.266531531598
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Azerbaijan,AZE,71.2361203650519,65.4665906141254,65.0962772633866,74.033915631218,73.6302935568049,74.2389275833968,74.3702719059879,77.6112503230747,78.6134659776843,79.1465074299177,76.3093764225872,81.7062490390141,80.2388777955792,71.8650579045596,72.3151593977555,73.8840967730339,75.4750029082208,68.1750173976842,67.9030417791215,61.2960427595756,72.3602440437778,74.3987860643964,68.9654179196136
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,"Bahamas, The",BHS,67.8138659662577,63.192268426428,58.8994580757448,59.2863357368314,59.7743647996432,57.8490654798714,57.7891843951603,57.6803147296305,51.0552632875497,54.4549935835575,52.9067051961511,51.2193575388414,54.3251631093801,56.0044454980991,54.9935247540378,57.336726786523,63.307927176259,62.7635490491495,61.6726875183849,55.8677673464834,59.0769407447142,..,58.7826766936921
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bahrain,BHR,37.14413837771,42.3417026417839,47.2253368874397,45.1419332947954,43.0949670609634,38.8279741134087,32.8647424397785,35.1364503966757,41.5994323069238,39.9294996564696,38.8386135907866,36.7235351132619,51.5820618291368,37.1773086530747,40.2092270156818,52.1709481858269,56.3457697134838,53.3616578176527,48.9156204341554,45.6815501117638,54.8371219273063,56.8705361783801,54.7840832338031
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bangladesh,BGD,67.7427738243997,68.9110867287064,56.7599981519571,60.317204445499,65.5213424328879,65.6015221996257,60.3752050016738,54.3044951529368,63.5254982261883,60.0774086196632,64.170092721373,63.6705608461265,64.060096485815,65.0837691340119,..,63.4804306877422,..,..,..,..,..,..,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Barbados,BRB,69.4912562928823,67.7093538842277,71.0203187014493,64.5379490092069,74.7556337513557,64.4496044396094,62.6557596123446,73.7887202775267,60.0211985959158,62.6539291176316,70.0407246607977,51.6389703865173,47.8963777367313,50.7790909183774,52.5181190802653,57.4882031383748,61.0805617944052,56.3060682337465,51.8653560321511,51.7476893429908,57.1963415318905,55.0998844509098,49.8708077626675
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Belarus,BLR,47.7347146723416,51.0715433984846,50.0413100428007,51.5390582004286,52.28642904221,46.3118510100494,48.0695428737111,48.3329649464381,48.8175023259482,45.1746209481191,47.4020697112363,41.8263215364497,46.3675103410261,54.0342047280882,50.6529256105221,47.3978760894874,51.4440068467221,53.142468560954,54.1204078551364,56.6133248436966,59.8538025457966,49.4192363252629,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Belgium,BEL,76.3077191885349,77.2286342690394,78.5657742039553,77.532676332385,76.6206293508381,74.5075597016528,72.2069908890454,73.4404122739459,70.0883592415436,72.9409424713105,65.8360846214532,63.1444874693755,61.7781882242103,62.6373972576116,65.1533337482112,68.2955973664522,72.9754416999767,71.2165522369732,69.7656435210899,72.3352876439077,74.2631717579605,69.6577885014709,59.9068928056024
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Belize,BLZ,67.4594495163741,49.2769185710409,47.5371204447575,46.8019831470601,45.5666134980953,59.9641789228073,43.4911924546905,44.8448661208292,47.6897762362574,50.8117682941351,46.0254047597381,41.9642880436156,43.3949305851072,46.3060878135348,59.6253473124621,65.903367886711,66.5677623643836,65.0110812808474,62.687679561304,62.2563618605985,62.157143810611,64.0912978172321,63.9173096642014
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Benin,BEN,52.6485346911102,56.1546323084519,52.5801175505086,50.4324982424238,47.6983248843049,44.5338715690237,41.8104621454119,44.1034200291181,44.7455346205371,47.9983356555432,38.5702303170135,46.0858228388,37.4990200426506,42.4231660688923,37.7215041855497,39.1338440654091,34.2580978016046,29.8414068393893,33.2840015364696,40.7365192385879,47.481147793099,48.096287586497,47.0887010368815
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bermuda,BMU,..,..,..,..,..,71.1674140926734,70.4985791735877,67.1938850138754,62.8342794654181,59.4060435287437,50.6014444541882,53.5458115286721,55.2658803819639,52.564965671906,50.652367905196,55.2993906604273,57.0425979794044,54.669213211738,54.5921233196339,59.3081659181303,52.3540593128084,55.3487665664391,53.1707384491882
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bhutan,BTN,..,..,..,..,..,65.6494126124586,52.760239914169,51.0509877988987,56.1682247785083,57.720998416373,60.8246112110888,62.6632137334921,57.2043984746109,..,..,..,..,..,..,..,..,..,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bolivia,BOL,78.8217634956888,75.547481773377,79.5653552281385,76.6877795140735,78.0843179960311,76.5156368352568,78.1049722921265,79.0107813779898,76.8771554116267,77.3072780377648,78.0804740386693,76.3030327382337,75.8121356120847,77.6769111661149,78.9674314084288,79.8073165737584,80.1077776799969,79.4867415614579,77.8812612115514,74.6801591628808,74.3334806415464,67.0502537458912,58.7998287008483
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bosnia and Herzegovina,BIH,..,..,..,46.9000184129258,53.5037602875717,65.2781132463123,62.2188225380497,63.9821008294096,62.5329559398799,61.7566048219613,57.7472869870547,56.0744803126906,56.316291678937,57.9095687215218,62.0810345837472,63.6581816202875,65.4085077124493,63.6688466983207,64.1394985820501,64.5268885923048,67.3657612060112,65.2335976635268,59.5314550672114
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Botswana,BWA,73.2720852207139,71.9447193040677,72.4913828869755,75.9250133444461,67.9735692841711,65.4443008807232,63.3689817915062,67.4044655585542,67.2930378127657,69.5974856317454,79.2035122169907,62.8600014342964,64.367363148481,65.5101283985938,66.5090625144985,66.4898863172354,72.3035834057365,69.8594382818861,72.9497086086678,73.3697785071295,73.0828447849981,75.2020601930169,66.5532961111778
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Brazil,BRA,73.523400359059,76.135852108248,74.2070604269508,72.4850965588892,71.2927884320482,71.9238523064976,70.187803867355,69.6475928950763,69.5746460812781,74.7060468700173,73.425905051587,71.5576497683216,72.5584082171238,71.7728195361804,71.0571423485573,74.7980062682687,75.8498413216173,74.4958950484185,74.9460971648721,76.3313074075326,79.2546323511529,76.0027846595754,73.2017036131109
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Brunei Darussalam,BRN,..,80.284022498481,84.9118962908271,79.7507975004668,79.5680265619358,..,79.3232850190316,80.343617863923,80.7759773899431,79.6534187588411,75.3287532777785,75.5243238430095,72.5240854542397,75.0708846053159,72.4896827616549,76.1112174634734,70.901197661145,74.0651263064413,79.7172235942002,55.4785177532518,52.1848623059124,25.451922089315,24.0810019850603
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Bulgaria,BGR,58.973019095423,64.6927406205042,66.6069749061691,68.0828524500146,68.3961775589933,65.4869939652636,62.020369141385,61.9397550123469,59.8040138190403,58.5828085456657,54.9323868890765,53.3340410962543,53.1510235309504,54.0713613512775,57.5021829041404,60.0206574249138,63.5015116069137,60.0023599570224,61.3087231016476,61.6861606700709,63.4188554935901,62.9402619245806,58.541774036699
Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,Burkina Faso,BFA,60.663153901973,58.4607831707834,60.2203034254238,62.5428135528826,64.818519729573,60.4381438427148,..,59.4020569196927,59.0870425766932,60.5245135882311,62.0920586246015,59.3754930789149,60.0492627881557,60.9501953228152,54.756499726421,59.21550910054,65.234325835778,63.278410389081,60.2901106031761,60.2224279232326,60.7702191827737,58.3444871410009,50.8210311984117
